actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Laura Regan, Marc Blucas, Ethan Embry, Dagmara Dominczyk",1 win & 1 nomination.,"USA, Canada",Robert Harmon,"Horror, Mystery, Thriller",tt0283632,4.8,"10,939",English,31,"After witnessing a horrific and traumatic event, Julia Lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. And what's worse, it might be coming back to get her...",https://images-na.ssl-images-amazon.com/images/M/MV5BNjE0NTMzOTI3OV5BMl5BanBnXkFtZTYwNTQyMDg5._V1_SX300.jpg,PG-13,27 Nov 2002,89 min,They,movie,Brendan Hood,2002
"Larry the Cable Guy, David Koechner, Michael Papajohn, Phyllis Alexion",3 nominations.,USA,Trent Cooper,"Comedy, Romance",tt0462395,3.1,"9,126",English,21,"Irreverent as ever, Larry The Cable Guy plays a big city health inspector who's happy with his usual beat of greasy spoon diners and low-rent ethnic restaurants. His easygoing life is turned upside-down when he's saddled with a straight-arrow rookie partner (Iris Bahr) and assigned the biggest case of his career: investigating an outbreak of mysterious food poisonings at the city's swankiest restaurants. Infuriating restaurateurs with his bad manners, Larry still manages to charm a sweet, shy waitress (Megyn Price) into a budding romance. But when his unorthodox methods cost him his job, Larry has to go undercover to bring the conspirators to justice and 'Git-R-Done!'",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxMTI3MDgyM15BMl5BanBnXkFtZTcwMDU0MzIzMQ@@._V1_SX300.jpg,PG-13,24 Mar 2006,89 min,Larry the Cable Guy: Health Inspector,movie,"Jonathan Bernstein, James Greer",2006
"Kevin Clash, Mandy Patinkin, Vanessa Williams, Sonia Manzano",1 win & 1 nomination.,USA,Gary Halvorson,"Adventure, Comedy, Family",tt0159421,5.8,"2,081",English,59,"Elmo loves his fuzzy, blue blanket, and would never let anything happen to it. However, a tug-of-war with his friend Zoe sends his blanket to a faraway land, and Elmo in hot pursuit. Facing life without his cherished blanket, Elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into Grouchland, a place full of grouchy creatures, stinky garbage and the villainous Huxley. Along the way, Elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MzE5ODYxNl5BMl5BanBnXkFtZTYwNjMyNTA5._V1_SX300.jpg,G,01 Oct 1999,73 min,The Adventures of Elmo in Grouchland,movie,"Mitchell Kriegman (story), Mitchell Kriegman (screenplay), Joey Mazzarino (screenplay)",1999
"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes",1 win & 10 nominations.,USA,Antoine Fuqua,"Crime, Drama, Thriller",tt1210042,6.7,"53,419",English,43,Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTI5MTY5MV5BMl5BanBnXkFtZTcwNzAyOTMwMw@@._V1_SX300.jpg,R,05 Mar 2010,132 min,Brooklyn's Finest,movie,Michael C. Martin,2009
"Charlton Heston, Ava Gardner, David Niven, Flora Robson",Nominated for 2 Oscars. Another 3 nominations.,USA,"Nicholas Ray, Guy Green","Action, Adventure, Drama",tt0056800,6.8,"4,631",English,N/A,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjUwNTU3MV5BMl5BanBnXkFtZTcwMTUzMzMzMQ@@._V1_SX300.jpg,UNRATED,06 May 1963,154 min,55 Days at Peking,movie,"Robert Hamer (additional dialogue), Philip Yordan (screenplay), Bernard Gordon (screenplay)",1963
"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",6 wins & 16 nominations.,USA,Fede Alvarez,Horror,tt1288558,6.5,"128,646",English,57,"Five twenty-something friends become holed up in a remote cabin. When they discover a Book of the Dead, they unwittingly summon up dormant demons living in the nearby woods, which possess the youngsters in succession until only one is left intact to fight for survival.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTQ3OTkwNTgyN15BMl5BanBnXkFtZTcwNTAzOTAzOQ@@._V1_SX300.jpg,R,05 Apr 2013,91 min,Evil Dead,movie,"Fede Alvarez (screenplay), Rodo Sayagues (screenplay), Sam Raimi (based on the motion picture &quot;The Evil Dead&quot;,  written by)",2013
"Nia Vardalos, Richard Dreyfuss, Alexis Georgoulis, Alistair McGowan",1 nomination.,"USA, Spain",Donald Petrie,"Comedy, Romance",tt0865559,5.9,"15,310","English, Greek",34,A travel guide rediscovers her romantic side on a trip around Greece.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTE3MzQ2NzczNl5BMl5BanBnXkFtZTcwMjgyNDgzMg@@._V1_SX300.jpg,PG-13,05 Jun 2009,95 min,My Life in Ruins,movie,Mike Reiss,2009
"Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe",1 nomination.,USA,Paul Weitz,"Comedy, Music",tt0465142,5.5,"22,701","English, Mandarin",45,"The new season of &quot;American Dreamz,&quot; the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young Midwestern gal (Moore) and a showtunes-loving young man from Orange County (Golzari). Recently awakened President Staton (Quaid) even wants in on the craze, as he signs up for the potential explosive season finale.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MTk1NzM4MV5BMl5BanBnXkFtZTcwOTUzMjYzMQ@@._V1_SX300.jpg,PG-13,21 Apr 2006,107 min,American Dreamz,movie,Paul Weitz,2006
"Christopher Reeve, Gene Hackman, Jackie Cooper, Marc McClure",2 wins & 5 nominations.,"UK, USA",Sidney J. Furie,"Action, Adventure, Family",tt0094074,3.6,"33,972","English, Russian, French, Italian",22,"The Man of Steel crusades for nuclear disarmament and meets Lex Luthor's latest creation, Nuclear Man.",https://images-na.ssl-images-amazon.com/images/M/MV5BMmIwZWY1YTYtNDlhOS00NDRmLWI4MzItNjk2NDc1N2NhYzNlXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,PG,24 Jul 1987,90 min,Superman IV: The Quest for Peace,movie,"Joe Shuster (character created by: Superman), Jerry Siegel (character created by: Superman), Christopher Reeve (story), Lawrence Konner (story), Mark Rosenthal (story), Lawrence Konner (screenplay), Mark Rosenthal (screenplay)",1987
"Tre Armstrong, Boyd Banks, Clé Bennett, Ardon Bess",3 nominations.,"Canada, USA, France",Ian Iqbal Rashid,Drama,tt0770810,3.3,"4,630",English,63,"Unable to afford the tuition needed to fund her private school education, Rayanna or Raya (Rutina Wesley) returns to her family home in the city while reluctantly re-evaluating her future. Upon learning that the top prize for an upcoming step-dancing competition is $50,000, Raya uses her impressive moves to earn a coveted slot in her good friend Bishop's (Dwain Murphy) predominantly male JSJ crew. Isolated from the local females due to jealousy and separated from her fellow dancers by gender, the ambitious dancer is subsequently kicked-off the team for showing off during a preliminary competition. Now, if Raya has any hope of realizing her medical school dreams, she will have to either earn back Bishop's trust or organize her own dance crew and start over from scratch. In the end, she eventually learns &quot;how she move&quot;.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzI3MDA5ODg4NV5BMl5BanBnXkFtZTcwMzkyMjc1MQ@@._V1_SX300.jpg,PG-13,25 Jan 2008,94 min,How She Move,movie,Annmarie Morais,2007
"Paul Walker, Cameron Bright, Vera Farmiga, Chazz Palminteri",4 nominations.,"Germany, USA",Wayne Kramer,"Action, Crime, Drama",tt0404390,7.4,"89,268","English, Russian, Spanish",41,"A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTAzMDc4MF5BMl5BanBnXkFtZTcwNjY5MzIzMQ@@._V1_SX300.jpg,R,24 Feb 2006,122 min,Running Scared,movie,Wayne Kramer,2006
"Jim Caviezel, Claire Forlani, Jeremy Northam, Malcolm McDowell",1 nomination.,USA,Rowdy Herrington,"Biography, Drama, Romance",tt0375104,6.7,"3,228",English,45,"Robert Tyre Jones, Jr., aka &quot;Bobby Jones&quot; rises from complete obscurity to become a golfing legend. Jones overcomes his own fierce temper, intense passion, and perfectionist tendencies to master the game and win the Grand Slam, the U.S., British, and Amateur Opens in golf, a feat unequaled even today. But it is Jones's style, personality, and character that separate him from the other professionals in his field. When Jones realizes that his unparalleled success may be destroying those he loves he's presented with an astounding proposition, one that shocks the world.",http://ia.media-imdb.com/images/M/MV5BMTYxMzA4Mjk0M15BMl5BanBnXkFtZTcwNTIwMzcyMQ@@._V1_SX300.jpg,PG,30 Apr 2004,120 min,Bobby Jones: Stroke of Genius,movie,"Rowdy Herrington (story), Kim Dawson (story), Rowdy Herrington (screenplay), Bill Pryor (screenplay), Tony De Paul (screenplay)",2004
"Sean Penn, Madonna, Paul Freeman, Richard Griffiths",1 win & 6 nominations.,UK,Jim Goddard,"Adventure, Crime, Drama",tt0091934,3.0,"4,108",English,N/A,"Glendon Wasey is a fortune hunter looking for a fast track out of China. Gloria Tatlock is a missionary nurse seeking the curing powers of opium for her patients. Fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. But they are up against every thug and smuggler in Shangai.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxNzAwMDQ5OV5BMl5BanBnXkFtZTcwMjUxMTE3NA@@._V1_SX300.jpg,PG-13,29 Aug 1986,97 min,Shanghai Surprise,movie,"John Kohn (screenplay), Robert Bentley (screenplay), Tony Kenrick (from the novel &quot;Faraday's Flowers&quot;)",1986
"Edward Norton, Paul Giamatti, Jessica Biel, Rufus Sewell",Nominated for 1 Oscar. Another 10 wins & 9 nominations.,"USA, Czech Republic",Neil Burger,"Drama, Mystery, Romance",tt0443543,7.6,"300,357",English,68,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1MjQyMDkzN15BMl5BanBnXkFtZTcwNzAyNTQzMQ@@._V1_SX300.jpg,PG-13,01 Sep 2006,110 min,The Illusionist,movie,"Neil Burger (screenplay), Steven Millhauser (short story &quot;Eisenheim the Illusionist&quot;)",2006
"Tippi Hedren, Noel Marshall, Melanie Griffith, John Marshall",N/A,USA,Noel Marshall,"Adventure, Horror, Thriller",tt0083001,6.3,"1,433",English,65,Ravening jungle beasts assemble in flocks to invade an otherwise quiet home where they terrorize the visiting family of their keeper.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1ODM3NDY3Nl5BMl5BanBnXkFtZTgwNzY1NzQ3NDE@._V1_SX300.jpg,PG,12 Nov 1981,102 min,Roar,movie,"Noel Marshall, Ted Cassidy (additional script material)",1981
"Cate Blanchett, Gerard McSorley, Ciarán Hinds, Brenda Fricker",Nominated for 1 Golden Globe. Another 3 wins & 13 nominations.,"Ireland, UK, USA",Joel Schumacher,"Biography, Crime, Drama",tt0312549,6.9,"16,454",English,55,"Based on a true story, this is about the Irish journalist Veronica Guerin (Cate Blanchett), a reporter for The Sunday Independent, who exposed some of Dublin's most powerful crime barons and drug lords in 1996. But later that year she was gunned down by assasins hired by the same criminal drug lords she exposed.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTA4OTQyMl5BMl5BanBnXkFtZTcwNjIyNTQyMQ@@._V1_SX300.jpg,R,17 Oct 2003,98 min,Veronica Guerin,movie,"Carol Doyle (story), Carol Doyle (screenplay), Mary Agnes Donoghue (screenplay)",2003
"Benicio Del Toro, Josh Hutcherson, Brady Corbet, Carlos Bardem",1 nomination.,"France, Spain, Belgium, Panama",Andrea Di Stefano,"Crime, Drama, Romance",tt2515030,6.6,"14,879","English, Spanish",56,"In Colombia, a young surfer meets the woman of his dreams - and then he meets her uncle, Pablo Escobar.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTUzMDQ0MzA4OV5BMl5BanBnXkFtZTgwNDY3OTc2MjE@._V1_SX300.jpg,R,26 Jun 2015,120 min,Escobar: Paradise Lost,movie,"Andrea Di Stefano, Andrea Di Stefano (adaptation), Francesca Marciano (adaptation)",2014
"Carlos Amezcua, Curtis Armstrong, Robert Benz, Todd Berger",1 win & 2 nominations.,"France, Germany, USA",Richard Kelly,"Comedy, Mystery, Sci-Fi",tt0405336,5.5,"32,871",English,44,"During a three day heat wave just before a huge 4th of July celebration, an action star stricken with amnesia meets up with a porn star who is developing her own reality TV project, and a policeman who holds the key to a vast conspiracy.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDk0ZDY4NTItOTY3Zi00MjU1LTkzNDgtZjg1MDA3Nzc4YWRiXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,R,07 Dec 2007,145 min,Southland Tales,movie,Richard Kelly,2006
"Vincent Lindon, Patrick Timsit, Philippe Nahon, Amanda Lear",1 nomination.,"France, Luxembourg, Germany","Guillaume Ivernel, Arthur Qwak","Animation, Adventure, Family",tt0944834,6.6,"10,756",French,N/A,"The world has become a vast conglomerate of islands of varying size and shape. This babbling universe is mainly populated with ruthless rogues, surly peasants and illiterate, petty lords. Their main concerns revolve around two fundamental rules: Eat and don't get eaten. For this new world has become infested with a terrible plague: omnipresent, monstrously famished, mutant creatures, are wreaking havoc - They are known as the Dragons. Gwizdo and Lian-Chu are two dragon hunters, but are a long way from being among the best. Their only real talents: the size of the hulking brute with the heart of gold, Lian-Chu, and Gwizdo's talent for scams of all and any shape or form. Their sole ambition: to buy a little farm where they can relax and raise mussels, a creature that is a lot less unpleasant and difficult to hunt down than dragons. A few islands away rises the fortress of Lord Arnold. Arnold has a problem: he's living in terror at the thought of the return of World Eater, that horrible dragon that returns every thirty seasons to spread terror and destruction. Nobody has been able to conquer him. In fact nobody's ever returned alive to spread the news of how the fight went. Zoe, the grand-niece of the lord, has decided to take matters in hand, and has met Gwizdo and Lian-Chu. Persuaded that she has found the heroes of her dreams, she is going to drag them into the maddest of adventures.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTg1ODgyOTUwMV5BMl5BanBnXkFtZTcwMzA4MDk0Mg@@._V1_SX300.jpg,PG,26 Mar 2008,80 min,Dragon Hunters,movie,"Frédéric Lenoir, Arthur Qwak",2008
"Jan-Michael Vincent, George Peppard, Dominique Sanda, Paul Winfield",N/A,USA,Jack Smight,Sci-Fi,tt0075909,5.2,"3,774",English,N/A,"In a post-apocalyptic world, a group of survivors travel and find other settlements in huge custom designed all terrain vehicles.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzI2NTM3NjgwOF5BMl5BanBnXkFtZTcwNDY5ODM4OA@@._V1_SX300.jpg,PG,21 Oct 1977,91 min,Damnation Alley,movie,"Roger Zelazny (novel), Alan Sharp (screenplay), Lukas Heller (screenplay)",1977
"Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill",1 nomination.,USA,Todd Lincoln,"Horror, Thriller",tt1433822,4.1,"16,500",English,18,A couple is haunted by a supernatural presence that is unleashed during a college experiment.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5Mjk0Njk1OV5BMl5BanBnXkFtZTcwMTg4MzU4Nw@@._V1_SX300.jpg,PG-13,24 Aug 2012,82 min,The Apparition,movie,Todd Lincoln,2012
"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky",2 wins & 5 nominations.,USA,Howard Zieff,"Comedy, Drama, Family",tt0102492,6.8,"56,723",English,N/A,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is &quot;allergic to everything&quot;, and sticks with Vada despite her hangups. When Vada's father hires Shelly, a makeup expert, in his funeral parlor, and begins to fall in love with her, Vada is outraged and does everything in her power to split them up.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjA5MzQ2OV5BMl5BanBnXkFtZTcwMjAxMDYyMQ@@._V1_SX300.jpg,PG-13,27 Nov 1991,102 min,My Girl,movie,Laurice Elehwany,1991
